country	level	tests_done
Netherlands	national	161406
Netherlands	national	185167
Netherlands	national	184761
Netherlands	national	197923
Netherlands	national	247166
Netherlands	national	274043
Netherlands	national	302740
Netherlands	national	355272
Netherlands	national	443765
Netherlands	national	412479
Netherlands	national	402218
Netherlands	national	319771
Netherlands	national	286307
Netherlands	national	317211
Netherlands	national	315677
Netherlands	national	388919
Netherlands	national	506345
Netherlands	national	591077
Netherlands	national	507268
Netherlands	national	420007
Netherlands	national	417438
Netherlands	national	348746
Netherlands	national	326732
Netherlands	national	268383
Netherlands	national	255397
Netherlands	national	231884
Netherlands	national	306764
Netherlands	national	372340
Netherlands	national	435345
Netherlands	national	523793
Netherlands	national	603027
Netherlands	national	646165
Netherlands	national	581425
Netherlands	national	527626
Netherlands	national	553199
Netherlands	national	550604
Netherlands	national	465172
Norway	national	341
Norway	national	902
Norway	national	6769
Norway	national	22750
Norway	national	22215
Norway	national	22077
Norway	national	15113
Norway	national	17714
Norway	national	19995
Norway	national	21805
Norway	national	24007
Norway	national	24830
Norway	national	20310
Norway	national	18415
Norway	national	16171
Norway	national	29190
Norway	national	28055
Norway	national	26049
Norway	national	30136
Norway	national	30902
Norway	national	29959
Norway	national	29245
Norway	national	35407
Norway	national	52699
Norway	national	82734
Norway	national	101053
Norway	national	110728
Norway	national	112876
Norway	national	107009
Norway	national	104456
Norway	national	100036
Norway	national	93386
Norway	national	94284
Norway	national	98189
Norway	national	107652
Norway	national	136881
Norway	national	174129
Norway	national	160852
Norway	national	138505
Norway	national	125316
Norway	national	116297
Norway	national	129563
Norway	national	161936
Norway	national	127377
Norway	national	123860
Norway	national	213848
Norway	national	172376
Norway	national	141347
Norway	national	155496
Norway	national	132175
Norway	national	139281
Norway	national	141928
Norway	national	146047
Norway	national	195264
Norway	national	243433
Norway	national	250404
Norway	national	260424
Norway	national	158167
Norway	national	185794
Norway	national	176999
Norway	national	167684
Norway	national	172239
Norway	subnational	2831
Norway	subnational	3127
Norway	subnational	3391
Norway	subnational	3591
Norway	subnational	3553
Norway	subnational	3438
Norway	subnational	2955
Norway	subnational	2940
Norway	subnational	3265
Norway	subnational	7987
Norway	subnational	5449
Norway	subnational	4886
Norway	subnational	5236
Norway	subnational	5179
Norway	subnational	4853
Norway	subnational	4443
Norway	subnational	5551
Norway	subnational	7972
Norway	subnational	12169
Norway	subnational	15956
Norway	subnational	16770
Norway	subnational	16034
Norway	subnational	14365
Norway	subnational	15667
Norway	subnational	16786
Norway	subnational	14237
Norway	subnational	15661
Norway	subnational	15640
Norway	subnational	17270
Norway	subnational	20637
Norway	subnational	25150
Norway	subnational	25805
Norway	subnational	24669
Norway	subnational	22062
Norway	subnational	20860
Norway	subnational	21845
Norway	subnational	28798
Norway	subnational	22609
Norway	subnational	18770
Norway	subnational	30543
Norway	subnational	25131
Norway	subnational	23186
Norway	subnational	24892
Norway	subnational	20238
Norway	subnational	22168
Norway	subnational	31752
Norway	subnational	31150
Norway	subnational	45054
Norway	subnational	54602
Norway	subnational	54589
Norway	subnational	56068
Norway	subnational	32247
Norway	subnational	32737
Norway	subnational	29688
Norway	subnational	29948
Norway	subnational	30546
Norway	subnational	672
Norway	subnational	826
Norway	subnational	1235
Norway	subnational	1398
Norway	subnational	1584
Norway	subnational	1786
Norway	subnational	1167
Norway	subnational	1303
Norway	subnational	1302
Norway	subnational	2401
Norway	subnational	3386
Norway	subnational	2178
Norway	subnational	2072
Norway	subnational	1950
Norway	subnational	2457
Norway	subnational	2182
Norway	subnational	2683
Norway	subnational	3866
Norway	subnational	6589
Norway	subnational	7765
Norway	subnational	8763
Norway	subnational	9030
Norway	subnational	9016
Norway	subnational	9026
Norway	subnational	9291
Norway	subnational	8740
Norway	subnational	7272
Norway	subnational	7319
Norway	subnational	7514
Norway	subnational	10291
Norway	subnational	12993
Norway	subnational	11519
Norway	subnational	9400
Norway	subnational	7974
Norway	subnational	7108
Norway	subnational	7782
Norway	subnational	10489
Norway	subnational	11097
Norway	subnational	12891
Norway	subnational	20609
Norway	subnational	15031
Norway	subnational	11555
Norway	subnational	10401
Norway	subnational	7978
Norway	subnational	7942
Norway	subnational	8068
Norway	subnational	10622
Norway	subnational	8943
Norway	subnational	15373
Norway	subnational	19163
Norway	subnational	19936
Norway	subnational	11657
Norway	subnational	14686
Norway	subnational	16445
Norway	subnational	11680
Norway	subnational	9355
Norway	subnational	696
Norway	subnational	748
Norway	subnational	914
Norway	subnational	926
Norway	subnational	1148
Norway	subnational	1386
Norway	subnational	1053
Norway	subnational	900
Norway	subnational	843
Norway	subnational	1212
Norway	subnational	1174
Norway	subnational	964
Norway	subnational	1266
Norway	subnational	1319
Norway	subnational	1307
Norway	subnational	1449
Norway	subnational	1474
Norway	subnational	2511
Norway	subnational	3557
Norway	subnational	4298
Norway	subnational	5169
Norway	subnational	5006
Norway	subnational	4147
Norway	subnational	4256
Norway	subnational	3901
Norway	subnational	4975
Norway	subnational	4139
Norway	subnational	4106
Norway	subnational	4082
Norway	subnational	4770
Norway	subnational	5291
Norway	subnational	5099
Norway	subnational	5130
Norway	subnational	4575
Norway	subnational	3973
Norway	subnational	4783
Norway	subnational	5115
Norway	subnational	4877
Norway	subnational	4624
Norway	subnational	7898
Norway	subnational	5387
Norway	subnational	3955
Norway	subnational	4979
Norway	subnational	4207
Norway	subnational	3886
Norway	subnational	3517
Norway	subnational	4541
Norway	subnational	5064
Norway	subnational	6029
Norway	subnational	6990
Norway	subnational	10551
Norway	subnational	6214
Norway	subnational	6389
Norway	subnational	5567
Norway	subnational	5331
Norway	subnational	9641
Norway	subnational	519
Norway	subnational	723
Norway	subnational	742
Norway	subnational	633
Norway	subnational	644
Norway	subnational	753
Norway	subnational	558
Norway	subnational	549
Norway	subnational	421
Norway	subnational	594
Norway	subnational	657
Norway	subnational	656
Norway	subnational	821
Norway	subnational	798
Norway	subnational	914
Norway	subnational	1026
Norway	subnational	1199
Norway	subnational	1565
Norway	subnational	2545
Norway	subnational	4357
Norway	subnational	3872
Norway	subnational	3458
Norway	subnational	2943
Norway	subnational	3034
Norway	subnational	2608
Norway	subnational	2397
Norway	subnational	2189
Norway	subnational	2221
Norway	subnational	2486
Norway	subnational	3926
Norway	subnational	5800
Norway	subnational	5481
Norway	subnational	3404
Norway	subnational	3241
Norway	subnational	2882
Norway	subnational	3261
Norway	subnational	3220
Norway	subnational	2675
Norway	subnational	3532
Norway	subnational	6027
Norway	subnational	4257
Norway	subnational	3546
Norway	subnational	3753
Norway	subnational	3261
Norway	subnational	3620
Norway	subnational	3745
Norway	subnational	4928
Norway	subnational	6088
Norway	subnational	5401
Norway	subnational	5655
Norway	subnational	5478
Norway	subnational	3187
Norway	subnational	3727
Norway	subnational	4797
Norway	subnational	3183
Norway	subnational	3706
Norway	subnational	3384
Norway	subnational	3847
Norway	subnational	4569
Norway	subnational	5027
Norway	subnational	5364
Norway	subnational	5649
Norway	subnational	4783
Norway	subnational	4081
Norway	subnational	3587
Norway	subnational	6574
Norway	subnational	6681
Norway	subnational	6381
Norway	subnational	7243
Norway	subnational	7048
Norway	subnational	6607
Norway	subnational	6280
Norway	subnational	7988
Norway	subnational	12123
Norway	subnational	19354
Norway	subnational	20015
Norway	subnational	22031
Norway	subnational	24091
Norway	subnational	22967
Norway	subnational	20998
Norway	subnational	20162
Norway	subnational	16232
Norway	subnational	19977
Norway	subnational	20437
Norway	subnational	22622
Norway	subnational	30463
Norway	subnational	40309
Norway	subnational	38065
Norway	subnational	34637
Norway	subnational	36070
Norway	subnational	30968
Norway	subnational	32687
Norway	subnational	37906
Norway	subnational	28394
Norway	subnational	25685
Norway	subnational	44132
Norway	subnational	41009
Norway	subnational	36574
Norway	subnational	42304
Norway	subnational	40360
Norway	subnational	41186
Norway	subnational	38614
Norway	subnational	35762
Norway	subnational	49318
Norway	subnational	71441
Norway	subnational	77757
Norway	subnational	72614
Norway	subnational	43174
Norway	subnational	51663
Norway	subnational	44131
Norway	subnational	41783
Norway	subnational	39599
Norway	subnational	931
Norway	subnational	1070
Norway	subnational	1210
Norway	subnational	1414
Norway	subnational	1698
Norway	subnational	1805
Norway	subnational	1463
Norway	subnational	1261
Norway	subnational	1040
Norway	subnational	1490
Norway	subnational	1357
Norway	subnational	1274
Norway	subnational	1537
Norway	subnational	1867
Norway	subnational	1893
Norway	subnational	1855
Norway	subnational	2072
Norway	subnational	2826
Norway	subnational	4452
Norway	subnational	5598
Norway	subnational	5982
Norway	subnational	6953
Norway	subnational	5181
Norway	subnational	5031
Norway	subnational	4968
Norway	subnational	5569
Norway	subnational	4925
Norway	subnational	5068
Norway	subnational	6328
Norway	subnational	10142
Norway	subnational	11380
Norway	subnational	7551
Norway	subnational	6685
Norway	subnational	7420
Norway	subnational	8596
Norway	subnational	9522
Norway	subnational	12343
Norway	subnational	7663
Norway	subnational	6877
Norway	subnational	10170
Norway	subnational	8540
Norway	subnational	7159
Norway	subnational	7510
Norway	subnational	6916
Norway	subnational	6437
Norway	subnational	6291
Norway	subnational	6471
Norway	subnational	7705
Norway	subnational	9191
Norway	subnational	11591
Norway	subnational	12990
Norway	subnational	7599
Norway	subnational	10051
Norway	subnational	10425
Norway	subnational	10697
Norway	subnational	11726
Norway	subnational	908
Norway	subnational	1097
Norway	subnational	1275
Norway	subnational	1521
Norway	subnational	1707
Norway	subnational	1799
Norway	subnational	1583
Norway	subnational	1381
Norway	subnational	1132
Norway	subnational	2004
Norway	subnational	2264
Norway	subnational	2072
Norway	subnational	2347
Norway	subnational	2541
Norway	subnational	2235
Norway	subnational	2040
Norway	subnational	2506
Norway	subnational	4294
Norway	subnational	6587
Norway	subnational	7152
Norway	subnational	8124
Norway	subnational	8474
Norway	subnational	7933
Norway	subnational	7214
Norway	subnational	6271
Norway	subnational	6677
Norway	subnational	6342
Norway	subnational	6788
Norway	subnational	6860
Norway	subnational	8791
Norway	subnational	11487
Norway	subnational	11652
Norway	subnational	10319
Norway	subnational	8943
Norway	subnational	9376
Norway	subnational	10903
Norway	subnational	12073
Norway	subnational	10000
Norway	subnational	8240
Norway	subnational	13751
Norway	subnational	11789
Norway	subnational	9505
Norway	subnational	10433
Norway	subnational	9058
Norway	subnational	9996
Norway	subnational	9749
Norway	subnational	9422
Norway	subnational	20249
Norway	subnational	22661
Norway	subnational	20595
Norway	subnational	17263
Norway	subnational	10413
Norway	subnational	11563
Norway	subnational	10959
Norway	subnational	12162
Norway	subnational	14445
Norway	subnational	820
Norway	subnational	1060
Norway	subnational	1060
Norway	subnational	1200
Norway	subnational	1270
Norway	subnational	1474
Norway	subnational	1236
Norway	subnational	1123
Norway	subnational	695
Norway	subnational	1057
Norway	subnational	1160
Norway	subnational	1090
Norway	subnational	1187
Norway	subnational	1304
Norway	subnational	1275
Norway	subnational	1214
Norway	subnational	1418
Norway	subnational	2073
Norway	subnational	3549
Norway	subnational	4035
Norway	subnational	4837
Norway	subnational	5123
Norway	subnational	4342
Norway	subnational	4015
Norway	subnational	4304
Norway	subnational	4087
Norway	subnational	4615
Norway	subnational	4317
Norway	subnational	3891
Norway	subnational	4645
Norway	subnational	6977
Norway	subnational	7491
Norway	subnational	6593
Norway	subnational	4957
Norway	subnational	4155
Norway	subnational	4044
Norway	subnational	5443
Norway	subnational	4011
Norway	subnational	3885
Norway	subnational	8221
Norway	subnational	5980
Norway	subnational	5130
Norway	subnational	6182
Norway	subnational	7132
Norway	subnational	7266
Norway	subnational	8524
Norway	subnational	9262
Norway	subnational	9317
Norway	subnational	11515
Norway	subnational	8460
Norway	subnational	8175
Norway	subnational	5047
Norway	subnational	7090
Norway	subnational	8536
Norway	subnational	12022
Norway	subnational	12659
Norway	subnational	1950
Norway	subnational	2241
Norway	subnational	2354
Norway	subnational	2612
Norway	subnational	3003
Norway	subnational	3042
Norway	subnational	2324
Norway	subnational	2207
Norway	subnational	1676
Norway	subnational	2561
Norway	subnational	2634
Norway	subnational	2765
Norway	subnational	3635
Norway	subnational	3687
Norway	subnational	3951
Norway	subnational	4140
Norway	subnational	4666
Norway	subnational	6246
Norway	subnational	8986
Norway	subnational	11396
Norway	subnational	14274
Norway	subnational	14802
Norway	subnational	17992
Norway	subnational	17365
Norway	subnational	13889
Norway	subnational	12184
Norway	subnational	10557
Norway	subnational	11213
Norway	subnational	13028
Norway	subnational	16492
Norway	subnational	21211
Norway	subnational	22337
Norway	subnational	17203
Norway	subnational	13497
Norway	subnational	12480
Norway	subnational	12672
Norway	subnational	18164
Norway	subnational	13982
Norway	subnational	11990
Norway	subnational	19743
Norway	subnational	13577
Norway	subnational	11945
Norway	subnational	15584
Norway	subnational	14742
Norway	subnational	18037
Norway	subnational	13920
Norway	subnational	13471
Norway	subnational	14869
Norway	subnational	19915
Norway	subnational	21233
Norway	subnational	27809
Norway	subnational	18264
Norway	subnational	19421
Norway	subnational	19700
Norway	subnational	19260
Norway	subnational	17180
Norway	subnational	1297
Norway	subnational	1738
Norway	subnational	2107
Norway	subnational	2383
Norway	subnational	2632
Norway	subnational	2529
Norway	subnational	2200
Norway	subnational	1871
Norway	subnational	1560
Norway	subnational	2318
Norway	subnational	2031
Norway	subnational	1952
Norway	subnational	1976
Norway	subnational	2215
Norway	subnational	2233
Norway	subnational	2524
Norway	subnational	3212
Norway	subnational	4645
Norway	subnational	8042
Norway	subnational	9836
Norway	subnational	10571
Norway	subnational	8544
Norway	subnational	7817
Norway	subnational	7722
Norway	subnational	7258
Norway	subnational	7293
Norway	subnational	6461
Norway	subnational	8925
Norway	subnational	10022
Norway	subnational	11153
Norway	subnational	14447
Norway	subnational	12471
Norway	subnational	10572
Norway	subnational	8131
Norway	subnational	7477
Norway	subnational	12727
Norway	subnational	18277
Norway	subnational	15498
Norway	subnational	16858
Norway	subnational	20807
Norway	subnational	15143
Norway	subnational	10642
Norway	subnational	12989
Norway	subnational	7679
Norway	subnational	9461
Norway	subnational	8767
Norway	subnational	8584
Norway	subnational	10188
Norway	subnational	9078
Norway	subnational	9950
Norway	subnational	13479
Norway	subnational	9160
Norway	subnational	15048
Norway	subnational	14752
Norway	subnational	9558
Norway	subnational	9803
Norway	subnational	998
Norway	subnational	1116
Norway	subnational	1012
Norway	subnational	947
Norway	subnational	1238
Norway	subnational	1039
Norway	subnational	825
Norway	subnational	641
Norway	subnational	500
Norway	subnational	773
Norway	subnational	813
Norway	subnational	796
Norway	subnational	812
Norway	subnational	882
Norway	subnational	935
Norway	subnational	899
Norway	subnational	1149
Norway	subnational	1928
Norway	subnational	3010
Norway	subnational	4316
Norway	subnational	3332
Norway	subnational	3207
Norway	subnational	2673
Norway	subnational	2658
Norway	subnational	2493
Norway	subnational	2291
Norway	subnational	2938
Norway	subnational	2977
Norway	subnational	4118
Norway	subnational	4408
Norway	subnational	8586
Norway	subnational	6493
Norway	subnational	3624
Norway	subnational	2708
Norway	subnational	2502
Norway	subnational	3682
Norway	subnational	4446
Norway	subnational	3038
Norway	subnational	2926
Norway	subnational	6663
Norway	subnational	4831
Norway	subnational	3002
Norway	subnational	3653
Norway	subnational	2991
Norway	subnational	2742
Norway	subnational	2547
Norway	subnational	4951
Norway	subnational	10127
Norway	subnational	9741
Norway	subnational	5968
Norway	subnational	6626
Norway	subnational	4183
Norway	subnational	5191
Norway	subnational	3775
Norway	subnational	3399
Norway	subnational	4052
Poland	national	603
Poland	national	5835
Poland	national	13328
Poland	national	26137
Poland	national	39315
Poland	national	58636
Poland	national	68619
Poland	national	85170
Poland	national	84208
Poland	national	106419
Poland	national	137144
Poland	national	145463
Poland	national	137303
Poland	national	129522
Poland	national	120030
Poland	national	140738
Poland	national	131241
Poland	national	130905
Poland	national	124140
Poland	national	124200
Poland	national	124664
Poland	national	141420
Poland	national	152995
Poland	national	153238
Poland	national	168947
Poland	national	167507
Poland	national	147696
Poland	national	128316
Poland	national	133935
Poland	national	146981
Poland	national	182437
Poland	national	234359
Poland	national	306145
Poland	national	366095
Poland	national	460691
Poland	national	447550
Poland	national	385141
Poland	national	383140
Poland	national	344010
Poland	national	343256
Poland	national	327081
Poland	national	309243
Poland	national	240540
Poland	national	281985
Poland	national	335397
Poland	national	426357
Poland	national	284371
Poland	national	234632
Poland	national	271488
Poland	national	302974
Poland	national	317359
Poland	national	342286
Poland	national	379380
Poland	national	450223
Poland	national	520899
Poland	national	621069
Poland	national	600052
Poland	national	610218
Poland	national	553882
Poland	national	441188
Poland	national	401568
Poland	subnational	575
Poland	subnational	3285
Poland	subnational	4749
Poland	subnational	7826
Poland	subnational	7136
Poland	subnational	9847
Poland	subnational	12208
Poland	subnational	14051
Poland	subnational	13251
Poland	subnational	9032
Poland	subnational	9788
Poland	subnational	11045
Poland	subnational	10165
Poland	subnational	10573
Poland	subnational	10831
Poland	subnational	11743
Poland	subnational	14699
Poland	subnational	15267
Poland	subnational	18054
Poland	subnational	15629
Poland	subnational	18183
Poland	subnational	17165
Poland	subnational	14657
Poland	subnational	11104
Poland	subnational	12180
Poland	subnational	12582
Poland	subnational	14785
Poland	subnational	18296
Poland	subnational	24014
Poland	subnational	23960
Poland	subnational	25804
Poland	subnational	21685
Poland	subnational	32984
Poland	subnational	31409
Poland	subnational	28212
Poland	subnational	26638
Poland	subnational	18054
Poland	subnational	16026
Poland	subnational	13246
Poland	subnational	15483
Poland	subnational	19866
Poland	subnational	25810
Poland	subnational	17098
Poland	subnational	15006
Poland	subnational	17122
Poland	subnational	19975
Poland	subnational	22125
Poland	subnational	23635
Poland	subnational	27510
Poland	subnational	31561
Poland	subnational	37189
Poland	subnational	45350
Poland	subnational	46820
Poland	subnational	54078
Poland	subnational	45577
Poland	subnational	33756
Poland	subnational	32179
Poland	subnational	3001
Poland	subnational	4645
Poland	subnational	5743
Poland	subnational	7239
Poland	subnational	8090
Poland	subnational	9850
Poland	subnational	13308
Poland	subnational	15631
Poland	subnational	15845
Poland	subnational	16231
Poland	subnational	14556
Poland	subnational	16638
Poland	subnational	16305
Poland	subnational	18771
Poland	subnational	13826
Poland	subnational	13922
Poland	subnational	12839
Poland	subnational	18148
Poland	subnational	23448
Poland	subnational	21152
Poland	subnational	21494
Poland	subnational	21674
Poland	subnational	17848
Poland	subnational	15354
Poland	subnational	15696
Poland	subnational	16196
Poland	subnational	22234
Poland	subnational	33020
Poland	subnational	45948
Poland	subnational	62483
Poland	subnational	90772
Poland	subnational	85260
Poland	subnational	43560
Poland	subnational	41828
Poland	subnational	34748
Poland	subnational	32749
Poland	subnational	30028
Poland	subnational	28219
Poland	subnational	21247
Poland	subnational	23708
Poland	subnational	30072
Poland	subnational	42746
Poland	subnational	26055
Poland	subnational	22176
Poland	subnational	25354
Poland	subnational	29543
Poland	subnational	31248
Poland	subnational	32683
Poland	subnational	37930
Poland	subnational	48713
Poland	subnational	61885
Poland	subnational	75683
Poland	subnational	77978
Poland	subnational	75154
Poland	subnational	68024
Poland	subnational	53699
Poland	subnational	46706
Poland	subnational	3052
Poland	subnational	6427
Poland	subnational	6421
Poland	subnational	6905
Poland	subnational	6997
Poland	subnational	13560
Poland	subnational	22108
Poland	subnational	20873
Poland	subnational	17181
Poland	subnational	10643
Poland	subnational	12694
Poland	subnational	10744
Poland	subnational	8679
Poland	subnational	10522
Poland	subnational	12184
Poland	subnational	10806
Poland	subnational	9645
Poland	subnational	11731
Poland	subnational	12794
Poland	subnational	12451
Poland	subnational	14090
Poland	subnational	13809
Poland	subnational	12156
Poland	subnational	11547
Poland	subnational	12139
Poland	subnational	13153
Poland	subnational	17540
Poland	subnational	22367
Poland	subnational	30912
Poland	subnational	42178
Poland	subnational	53979
Poland	subnational	50216
Poland	subnational	32402
Poland	subnational	36066
Poland	subnational	28848
Poland	subnational	28664
Poland	subnational	27892
Poland	subnational	27859
Poland	subnational	22119
Poland	subnational	25515
Poland	subnational	31078
Poland	subnational	35960
Poland	subnational	24738
Poland	subnational	19653
Poland	subnational	23190
Poland	subnational	24922
Poland	subnational	25098
Poland	subnational	26670
Poland	subnational	29651
Poland	subnational	35982
Poland	subnational	44863
Poland	subnational	56932
Poland	subnational	55544
Poland	subnational	53065
Poland	subnational	47653
Poland	subnational	38265
Poland	subnational	33044
Poland	subnational	997
Poland	subnational	1168
Poland	subnational	1821
Poland	subnational	2296
Poland	subnational	2412
Poland	subnational	2943
Poland	subnational	3646
Poland	subnational	3546
Poland	subnational	5048
Poland	subnational	4247
Poland	subnational	4377
Poland	subnational	5666
Poland	subnational	5954
Poland	subnational	5318
Poland	subnational	5799
Poland	subnational	6252
Poland	subnational	6632
Poland	subnational	7380
Poland	subnational	8557
Poland	subnational	7379
Poland	subnational	8697
Poland	subnational	8104
Poland	subnational	7258
Poland	subnational	6695
Poland	subnational	6773
Poland	subnational	8075
Poland	subnational	9713
Poland	subnational	11880
Poland	subnational	14827
Poland	subnational	16951
Poland	subnational	18558
Poland	subnational	17326
Poland	subnational	20676
Poland	subnational	17688
Poland	subnational	17316
Poland	subnational	17712
Poland	subnational	18500
Poland	subnational	19212
Poland	subnational	13732
Poland	subnational	16206
Poland	subnational	19590
Poland	subnational	23097
Poland	subnational	15252
Poland	subnational	10849
Poland	subnational	12994
Poland	subnational	13916
Poland	subnational	13992
Poland	subnational	14644
Poland	subnational	15097
Poland	subnational	17200
Poland	subnational	19799
Poland	subnational	23382
Poland	subnational	23410
Poland	subnational	24576
Poland	subnational	23279
Poland	subnational	20254
Poland	subnational	18276
Poland	subnational	643
Poland	subnational	638
Poland	subnational	801
Poland	subnational	660
Poland	subnational	1078
Poland	subnational	1726
Poland	subnational	1894
Poland	subnational	1768
Poland	subnational	1785
Poland	subnational	1573
Poland	subnational	1514
Poland	subnational	1123
Poland	subnational	1722
Poland	subnational	1600
Poland	subnational	1872
Poland	subnational	1580
Poland	subnational	1624
Poland	subnational	1383
Poland	subnational	1484
Poland	subnational	1601
Poland	subnational	1841
Poland	subnational	2247
Poland	subnational	1573
Poland	subnational	1508
Poland	subnational	1659
Poland	subnational	2343
Poland	subnational	2494
Poland	subnational	3382
Poland	subnational	3840
Poland	subnational	3449
Poland	subnational	3518
Poland	subnational	12562
Poland	subnational	10865
Poland	subnational	9277
Poland	subnational	8498
Poland	subnational	9043
Poland	subnational	9005
Poland	subnational	5790
Poland	subnational	7625
Poland	subnational	9169
Poland	subnational	11992
Poland	subnational	7715
Poland	subnational	6146
Poland	subnational	7430
Poland	subnational	8966
Poland	subnational	9982
Poland	subnational	10398
Poland	subnational	11336
Poland	subnational	13083
Poland	subnational	14648
Poland	subnational	18870
Poland	subnational	15974
Poland	subnational	17168
Poland	subnational	15024
Poland	subnational	12772
Poland	subnational	12028
Poland	subnational	4305
Poland	subnational	4287
Poland	subnational	4717
Poland	subnational	5138
Poland	subnational	5309
Poland	subnational	6992
Poland	subnational	11683
Poland	subnational	12662
Poland	subnational	11444
Poland	subnational	11703
Poland	subnational	8831
Poland	subnational	13608
Poland	subnational	13239
Poland	subnational	10790
Poland	subnational	10936
Poland	subnational	9642
Poland	subnational	9999
Poland	subnational	10936
Poland	subnational	11156
Poland	subnational	12524
Poland	subnational	13790
Poland	subnational	11032
Poland	subnational	11968
Poland	subnational	10662
Poland	subnational	9107
Poland	subnational	9907
Poland	subnational	12097
Poland	subnational	17973
Poland	subnational	24382
Poland	subnational	26266
Poland	subnational	28157
Poland	subnational	30428
Poland	subnational	27598
Poland	subnational	28844
Poland	subnational	26734
Poland	subnational	22359
Poland	subnational	22960
Poland	subnational	20304
Poland	subnational	14778
Poland	subnational	19768
Poland	subnational	21571
Poland	subnational	29436
Poland	subnational	23531
Poland	subnational	19808
Poland	subnational	19676
Poland	subnational	19306
Poland	subnational	21103
Poland	subnational	24488
Poland	subnational	26132
Poland	subnational	31633
Poland	subnational	37997
Poland	subnational	45787
Poland	subnational	49357
Poland	subnational	44531
Poland	subnational	42544
Poland	subnational	33498
Poland	subnational	30905
Poland	subnational	516
Poland	subnational	425
Poland	subnational	781
Poland	subnational	848
Poland	subnational	552
Poland	subnational	851
Poland	subnational	853
Poland	subnational	759
Poland	subnational	932
Poland	subnational	1217
Poland	subnational	1135
Poland	subnational	1344
Poland	subnational	1379
Poland	subnational	1336
Poland	subnational	1234
Poland	subnational	1186
Poland	subnational	1215
Poland	subnational	1429
Poland	subnational	1658
Poland	subnational	1986
Poland	subnational	2032
Poland	subnational	1993
Poland	subnational	1742
Poland	subnational	1806
Poland	subnational	1777
Poland	subnational	1965
Poland	subnational	1897
Poland	subnational	2051
Poland	subnational	3477
Poland	subnational	3760
Poland	subnational	3333
Poland	subnational	3331
Poland	subnational	9965
Poland	subnational	10371
Poland	subnational	8840
Poland	subnational	7850
Poland	subnational	7222
Poland	subnational	7059
Poland	subnational	4684
Poland	subnational	5990
Poland	subnational	7358
Poland	subnational	10199
Poland	subnational	6711
Poland	subnational	5249
Poland	subnational	6413
Poland	subnational	7225
Poland	subnational	7838
Poland	subnational	7686
Poland	subnational	8150
Poland	subnational	9125
Poland	subnational	11276
Poland	subnational	13520
Poland	subnational	13270
Poland	subnational	18762
Poland	subnational	14586
Poland	subnational	11993
Poland	subnational	11686
Poland	subnational	415
Poland	subnational	553
Poland	subnational	1585
Poland	subnational	3777
Poland	subnational	4446
Poland	subnational	4583
Poland	subnational	8255
Poland	subnational	11535
Poland	subnational	8892
Poland	subnational	5223
Poland	subnational	4587
Poland	subnational	6087
Poland	subnational	7215
Poland	subnational	6496
Poland	subnational	6351
Poland	subnational	6584
Poland	subnational	6848
Poland	subnational	7184
Poland	subnational	6973
Poland	subnational	7647
Poland	subnational	9557
Poland	subnational	9420
Poland	subnational	7484
Poland	subnational	8059
Poland	subnational	9797
Poland	subnational	10301
Poland	subnational	14128
Poland	subnational	16242
Poland	subnational	17841
Poland	subnational	21696
Poland	subnational	26318
Poland	subnational	24759
Poland	subnational	28510
Poland	subnational	31588
Poland	subnational	23752
Poland	subnational	42002
Poland	subnational	26236
Poland	subnational	23604
Poland	subnational	18118
Poland	subnational	20828
Poland	subnational	26037
Poland	subnational	26891
Poland	subnational	18933
Poland	subnational	14538
Poland	subnational	18834
Poland	subnational	19743
Poland	subnational	19869
Poland	subnational	22329
Poland	subnational	22941
Poland	subnational	26800
Poland	subnational	30662
Poland	subnational	36303
Poland	subnational	31994
Poland	subnational	30198
Poland	subnational	27394
Poland	subnational	20719
Poland	subnational	19043
Poland	subnational	1549
Poland	subnational	1701
Poland	subnational	2152
Poland	subnational	3377
Poland	subnational	2960
Poland	subnational	2882
Poland	subnational	2845
Poland	subnational	3601
Poland	subnational	3158
Poland	subnational	2583
Poland	subnational	2101
Poland	subnational	4131
Poland	subnational	3630
Poland	subnational	3069
Poland	subnational	3110
Poland	subnational	2792
Poland	subnational	3087
Poland	subnational	3215
Poland	subnational	3234
Poland	subnational	3845
Poland	subnational	4444
Poland	subnational	3592
Poland	subnational	3062
Poland	subnational	2844
Poland	subnational	2865
Poland	subnational	3161
Poland	subnational	4308
Poland	subnational	5154
Poland	subnational	7267
Poland	subnational	8853
Poland	subnational	11481
Poland	subnational	11930
Poland	subnational	13751
Poland	subnational	16185
Poland	subnational	14925
Poland	subnational	14869
Poland	subnational	16372
Poland	subnational	14774
Poland	subnational	10889
Poland	subnational	13618
Poland	subnational	13884
Poland	subnational	19281
Poland	subnational	10991
Poland	subnational	7988
Poland	subnational	10444
Poland	subnational	13577
Poland	subnational	14262
Poland	subnational	14870
Poland	subnational	16731
Poland	subnational	18020
Poland	subnational	17863
Poland	subnational	19751
Poland	subnational	17279
Poland	subnational	17607
Poland	subnational	15852
Poland	subnational	13007
Poland	subnational	11926
Poland	subnational	2029
Poland	subnational	3018
Poland	subnational	4677
Poland	subnational	6189
Poland	subnational	7527
Poland	subnational	8171
Poland	subnational	8623
Poland	subnational	8228
Poland	subnational	8652
Poland	subnational	11984
Poland	subnational	7801
