country	level	tests_done
Poland	subnational	10295
Poland	subnational	9604
Poland	subnational	9596
Poland	subnational	8578
Poland	subnational	8743
Poland	subnational	9541
Poland	subnational	10872
Poland	subnational	10765
Poland	subnational	14093
Poland	subnational	16088
Poland	subnational	16711
Poland	subnational	14912
Poland	subnational	12529
Poland	subnational	12965
Poland	subnational	13322
Poland	subnational	15083
Poland	subnational	18805
Poland	subnational	19095
Poland	subnational	16875
Poland	subnational	42734
Poland	subnational	50438
Poland	subnational	26845
Poland	subnational	24699
Poland	subnational	24478
Poland	subnational	23693
Poland	subnational	22960
Poland	subnational	22625
Poland	subnational	19470
Poland	subnational	23710
Poland	subnational	27508
Poland	subnational	33129
Poland	subnational	20734
Poland	subnational	16814
Poland	subnational	19744
Poland	subnational	22963
Poland	subnational	22789
Poland	subnational	25540
Poland	subnational	28908
Poland	subnational	30919
Poland	subnational	34229
Poland	subnational	40022
Poland	subnational	37296
Poland	subnational	40196
Poland	subnational	33937
Poland	subnational	25904
Poland	subnational	24619
Poland	subnational	2866
Poland	subnational	4483
Poland	subnational	4695
Poland	subnational	5133
Poland	subnational	5564
Poland	subnational	5474
Poland	subnational	5535
Poland	subnational	5192
Poland	subnational	4796
Poland	subnational	7462
Poland	subnational	8605
Poland	subnational	10790
Poland	subnational	9840
Poland	subnational	9837
Poland	subnational	9934
Poland	subnational	9528
Poland	subnational	9635
Poland	subnational	10229
Poland	subnational	10655
Poland	subnational	10821
Poland	subnational	12633
Poland	subnational	12630
Poland	subnational	11183
Poland	subnational	8792
Poland	subnational	9751
Poland	subnational	10600
Poland	subnational	12388
Poland	subnational	16712
Poland	subnational	21615
Poland	subnational	28916
Poland	subnational	29644
Poland	subnational	28522
Poland	subnational	24631
Poland	subnational	24738
Poland	subnational	23868
Poland	subnational	23448
Poland	subnational	22092
Poland	subnational	20868
Poland	subnational	16069
Poland	subnational	18949
Poland	subnational	23584
Poland	subnational	27965
Poland	subnational	18663
Poland	subnational	15509
Poland	subnational	18582
Poland	subnational	18791
Poland	subnational	19772
Poland	subnational	21055
Poland	subnational	24092
Poland	subnational	27352
Poland	subnational	33052
Poland	subnational	40449
Poland	subnational	39850
Poland	subnational	40335
Poland	subnational	39225
Poland	subnational	31468
Poland	subnational	28624
Poland	subnational	1812
Poland	subnational	1162
Poland	subnational	1814
Poland	subnational	2313
Poland	subnational	2445
Poland	subnational	2136
Poland	subnational	3343
Poland	subnational	3452
Poland	subnational	3487
Poland	subnational	4256
Poland	subnational	3103
Poland	subnational	3045
Poland	subnational	2716
Poland	subnational	2673
Poland	subnational	2420
Poland	subnational	3033
Poland	subnational	2965
Poland	subnational	3402
Poland	subnational	2821
Poland	subnational	3370
Poland	subnational	3592
Poland	subnational	4520
Poland	subnational	4062
Poland	subnational	3240
Poland	subnational	2953
Poland	subnational	4042
Poland	subnational	5671
Poland	subnational	8587
Poland	subnational	9145
Poland	subnational	9880
Poland	subnational	9213
Poland	subnational	8547
Poland	subnational	10259
Poland	subnational	10061
Poland	subnational	8837
Poland	subnational	8385
Poland	subnational	9071
Poland	subnational	8402
Poland	subnational	5346
Poland	subnational	7289
Poland	subnational	8661
Poland	subnational	13647
Poland	subnational	8271
Poland	subnational	7368
Poland	subnational	8230
Poland	subnational	8807
Poland	subnational	9214
Poland	subnational	10756
Poland	subnational	10995
Poland	subnational	13274
Poland	subnational	15756
Poland	subnational	20516
Poland	subnational	17243
Poland	subnational	16988
Poland	subnational	15780
Poland	subnational	12848
Poland	subnational	11304
Poland	subnational	2458
Poland	subnational	2401
Poland	subnational	2299
Poland	subnational	3236
Poland	subnational	4962
Poland	subnational	5584
Poland	subnational	5161
Poland	subnational	5606
Poland	subnational	5440
Poland	subnational	4088
Poland	subnational	5860
Poland	subnational	6151
Poland	subnational	4935
Poland	subnational	6293
Poland	subnational	6067
Poland	subnational	4943
Poland	subnational	5996
Poland	subnational	5895
Poland	subnational	5717
Poland	subnational	6035
Poland	subnational	6177
Poland	subnational	5830
Poland	subnational	5070
Poland	subnational	5243
Poland	subnational	5400
Poland	subnational	8386
Poland	subnational	10762
Poland	subnational	14507
Poland	subnational	14790
Poland	subnational	14926
Poland	subnational	13385
Poland	subnational	18485
Poland	subnational	18046
Poland	subnational	17046
Poland	subnational	15396
Poland	subnational	15730
Poland	subnational	14550
Poland	subnational	11079
Poland	subnational	12405
Poland	subnational	14791
Poland	subnational	20870
Poland	subnational	14379
Poland	subnational	11586
Poland	subnational	13548
Poland	subnational	14578
Poland	subnational	14836
Poland	subnational	15423
Poland	subnational	17361
Poland	subnational	19658
Poland	subnational	22063
Poland	subnational	24894
Poland	subnational	24385
Poland	subnational	28097
Poland	subnational	26961
Poland	subnational	20901
Poland	subnational	19804
Poland	subnational	1219
Poland	subnational	1638
Poland	subnational	1494
Poland	subnational	1936
Poland	subnational	2408
Poland	subnational	2154
Poland	subnational	2266
Poland	subnational	2061
Poland	subnational	1677
Poland	subnational	1876
Poland	subnational	1987
Poland	subnational	2424
Poland	subnational	2700
Poland	subnational	2355
Poland	subnational	2653
Poland	subnational	3503
Poland	subnational	2715
Poland	subnational	3080
Poland	subnational	3256
Poland	subnational	2995
Poland	subnational	2895
Poland	subnational	3046
Poland	subnational	2555
Poland	subnational	1346
Poland	subnational	1910
Poland	subnational	3414
Poland	subnational	1545
Poland	subnational	2071
Poland	subnational	6407
Poland	subnational	6219
Poland	subnational	9688
Poland	subnational	8005
Poland	subnational	22030
Poland	subnational	16147
Poland	subnational	13750
Poland	subnational	11467
Poland	subnational	13483
Poland	subnational	12510
Poland	subnational	8533
Poland	subnational	9607
Poland	subnational	15537
Poland	subnational	17254
Poland	subnational	11778
Poland	subnational	10131
Poland	subnational	12065
Poland	subnational	14327
Poland	subnational	16013
Poland	subnational	16868
Poland	subnational	19038
Poland	subnational	24167
Poland	subnational	28177
Poland	subnational	28093
Poland	subnational	23819
Poland	subnational	25401
Poland	subnational	24603
Poland	subnational	19738
Poland	subnational	19274
Poland	subnational	3034
Poland	subnational	3846
Poland	subnational	2173
Poland	subnational	1809
Poland	subnational	2306
Poland	subnational	2551
Poland	subnational	2294
Poland	subnational	2882
Poland	subnational	3599
Poland	subnational	3564
Poland	subnational	3936
Poland	subnational	3919
Poland	subnational	4043
Poland	subnational	3665
Poland	subnational	3181
Poland	subnational	2539
Poland	subnational	3160
Poland	subnational	3354
Poland	subnational	3001
Poland	subnational	3147
Poland	subnational	3681
Poland	subnational	3461
Poland	subnational	3206
Poland	subnational	3022
Poland	subnational	3597
Poland	subnational	5942
Poland	subnational	7494
Poland	subnational	8817
Poland	subnational	10622
Poland	subnational	11791
Poland	subnational	10791
Poland	subnational	9970
Poland	subnational	9246
Poland	subnational	8007
Poland	subnational	7306
Poland	subnational	7812
Poland	subnational	7424
Poland	subnational	5403
Poland	subnational	6540
Poland	subnational	7812
Poland	subnational	10689
Poland	subnational	7101
Poland	subnational	5780
Poland	subnational	7087
Poland	subnational	7761
Poland	subnational	8154
Poland	subnational	8760
Poland	subnational	9122
Poland	subnational	9951
Poland	subnational	10669
Poland	subnational	11921
Poland	subnational	11390
Poland	subnational	12198
Poland	subnational	11350
Poland	subnational	9007
Poland	subnational	8123
Poland	subnational	12504
Poland	subnational	19709
Poland	subnational	21085
Poland	subnational	26920
Poland	subnational	22657
Poland	subnational	28630
Poland	subnational	32610
Poland	subnational	34523
Poland	subnational	32684
Poland	subnational	32241
Poland	subnational	31240
Poland	subnational	33611
Poland	subnational	28622
Poland	subnational	28869
Poland	subnational	24726
Poland	subnational	25346
Poland	subnational	25782
Poland	subnational	27767
Poland	subnational	28992
Poland	subnational	29144
Poland	subnational	30669
Poland	subnational	32112
Poland	subnational	27271
Poland	subnational	24489
Poland	subnational	26249
Poland	subnational	29607
Poland	subnational	34377
Poland	subnational	40451
Poland	subnational	54509
Poland	subnational	68806
Poland	subnational	80844
Poland	subnational	79409
Poland	subnational	50722
Poland	subnational	54340
Poland	subnational	49565
Poland	subnational	49338
Poland	subnational	50465
Poland	subnational	46042
Poland	subnational	37420
Poland	subnational	42244
Poland	subnational	45221
Poland	subnational	66964
Poland	subnational	41612
Poland	subnational	35569
Poland	subnational	40939
Poland	subnational	47920
Poland	subnational	48911
Poland	subnational	54913
Poland	subnational	62452
Poland	subnational	79011
Poland	subnational	89005
Poland	subnational	103293
Poland	subnational	97604
Poland	subnational	84768
Poland	subnational	79041
Poland	subnational	64599
Poland	subnational	58875
Portugal	national	25
Portugal	national	470
Portugal	national	5754
Portugal	national	16769
Portugal	national	40996
Portugal	national	58991
Portugal	national	67852
Portugal	national	84833
Portugal	national	92755
Portugal	national	90377
Portugal	national	95896
Portugal	national	111001
Portugal	national	90405
Portugal	national	96045
Portugal	national	94421
Portugal	national	60443
Portugal	national	84509
Portugal	national	87312
Portugal	national	94486
Portugal	national	95187
Portugal	national	98530
Portugal	national	94892
Portugal	national	95421
Portugal	national	96304
Portugal	national	94767
Portugal	national	97015
Portugal	national	98640
Portugal	national	109078
Portugal	national	127316
Portugal	national	135769
Portugal	national	137917
Portugal	national	151817
Portugal	national	155495
Portugal	national	189446
Portugal	national	204697
Portugal	national	231117
Portugal	national	253917
Portugal	national	269279
Portugal	national	286993
Portugal	national	266690
Portugal	national	224639
Portugal	national	222001
Portugal	national	253189
Portugal	national	232833
Portugal	national	227737
Portugal	national	336186
Portugal	national	369056
Portugal	national	449689
Portugal	national	416466
Portugal	national	304191
Portugal	national	220861
Portugal	national	200146
Portugal	national	189811
Portugal	national	171766
Portugal	national	158762
Portugal	national	266072
Portugal	national	181367
Portugal	national	167276
Portugal	national	349095
Portugal	national	256919
Portugal	national	516838
Portugal	national	328511
Portugal	subnational	136366
Portugal	subnational	137709
Portugal	subnational	173675
Portugal	subnational	189481
Portugal	subnational	215251
Portugal	subnational	239036
Portugal	subnational	254057
Portugal	subnational	270862
Portugal	subnational	250338
Portugal	subnational	207498
Portugal	subnational	199621
Portugal	subnational	228747
Portugal	subnational	208546
Portugal	subnational	209078
Portugal	subnational	308245
Portugal	subnational	347438
Portugal	subnational	426587
Portugal	subnational	394474
Portugal	subnational	285454
Portugal	subnational	201479
Portugal	subnational	183180
Portugal	subnational	171359
Portugal	subnational	155369
Portugal	subnational	141016
Portugal	subnational	248103
Portugal	subnational	160784
Portugal	subnational	147361
Portugal	subnational	313244
Portugal	subnational	228281
Portugal	subnational	494556
Portugal	subnational	300745
Portugal	subnational	7546
Portugal	subnational	8682
Portugal	subnational	8064
Portugal	subnational	6798
Portugal	subnational	7253
Portugal	subnational	7925
Portugal	subnational	9916
Portugal	subnational	10741
Portugal	subnational	10405
Portugal	subnational	9394
Portugal	subnational	12563
Portugal	subnational	9042
Portugal	subnational	8329
Portugal	subnational	6478
Portugal	subnational	10002
Portugal	subnational	9775
Portugal	subnational	10695
Portugal	subnational	9516
Portugal	subnational	9817
Portugal	subnational	10759
Portugal	subnational	9494
Portugal	subnational	10521
Portugal	subnational	7997
Portugal	subnational	9606
Portugal	subnational	10222
Portugal	subnational	10313
Portugal	subnational	10449
Portugal	subnational	13317
Portugal	subnational	12967
Portugal	subnational	11445
Portugal	subnational	10229
Portugal	subnational	7905
Portugal	subnational	9104
Portugal	subnational	7707
Portugal	subnational	8418
Portugal	subnational	8613
Portugal	subnational	6956
Portugal	subnational	5306
Portugal	subnational	5390
Portugal	subnational	5947
Portugal	subnational	7747
Portugal	subnational	9817
Portugal	subnational	15400
Portugal	subnational	15958
Portugal	subnational	12181
Portugal	subnational	17939
Portugal	subnational	11843
Portugal	subnational	12407
Portugal	subnational	12476
Portugal	subnational	8920
Portugal	subnational	8623
Portugal	subnational	7472
Portugal	subnational	7931
Portugal	subnational	8400
Portugal	subnational	8140
Portugal	subnational	7747
Portugal	subnational	10270
Portugal	subnational	9466
Portugal	subnational	22534
Portugal	subnational	15671
Portugal	subnational	10837
Portugal	subnational	17537
Romania	national	2730
Romania	national	2
Romania	national	12
Romania	national	17163
Romania	national	24580
Romania	national	31585
Romania	national	44103
Romania	national	50485
Romania	national	57870
Romania	national	52591
Romania	national	58447
Romania	national	64056
Romania	national	62955
Romania	national	57196
Romania	national	64087
Romania	national	68223
Romania	national	71736
Romania	national	80717
Romania	national	101032
Romania	national	112641
Romania	national	134167
Romania	national	135624
Romania	national	130189
Romania	national	138267
Romania	national	123488
Romania	national	142207
Romania	national	142899
Romania	national	140116
Romania	national	140514
Romania	national	143938
Romania	national	162293
Romania	national	179332
Romania	national	197408
Romania	national	204508
Romania	national	210704
Romania	national	212796
Romania	national	207681
Romania	national	193015
Romania	national	153703
Romania	national	170289
Romania	national	110120
Romania	national	83922
Romania	national	87761
Romania	national	122035
Romania	national	171159
Romania	national	168040
Romania	national	178111
Romania	national	175173
Romania	national	176188
Romania	national	193465
Romania	national	197617
Romania	national	202673
Romania	national	213563
Romania	national	220764
Romania	national	228073
Romania	national	231570
Romania	national	221578
Romania	national	207493
Romania	national	200965
Romania	national	164011
Slovakia	national	13
Slovakia	national	18
Slovakia	national	10
Slovakia	national	7
Slovakia	national	123
Slovakia	national	292
Slovakia	national	967
Slovakia	national	1898
Slovakia	national	3551
Slovakia	national	7752
Slovakia	national	10575
Slovakia	national	10190
Slovakia	national	27365
Slovakia	national	23705
Slovakia	national	22841
Slovakia	national	22788
Slovakia	national	15626
Slovakia	national	13816
Slovakia	national	16700
Slovakia	national	7195
Slovakia	national	5223
Slovakia	national	6973
Slovakia	national	9430
Slovakia	national	11672
Slovakia	national	10161
Slovakia	national	13462
Slovakia	national	12106
Slovakia	national	13729
Slovakia	national	15793
Slovakia	national	18432
Slovakia	national	21181
Slovakia	national	22813
Slovakia	national	28183
Slovakia	national	28272
Slovakia	national	33740
Slovakia	national	48344
Slovakia	national	69917
Slovakia	national	77201
Slovakia	national	116439
Slovakia	national	86749
Slovakia	national	58162
Slovakia	national	49376
Slovakia	national	56526
Slovakia	national	63907
Slovakia	national	80378
Slovakia	national	92594
Slovakia	national	74194
Slovakia	national	70194
Slovakia	national	82373
Slovakia	national	72373
Slovakia	national	75569
Slovakia	national	67850
Slovakia	national	70090
Slovakia	national	69058
Slovakia	national	67817
Slovakia	national	76262
Slovakia	national	78013
Slovakia	national	72702
Slovakia	national	67434
Slovakia	national	62811
Slovakia	national	54821
Slovakia	national	55225
Slovakia	national	63574
Slovakia	national	84410
Slovakia	national	86788
Slovenia	national	191
Slovenia	national	1160
Slovenia	national	5406
Slovenia	national	7047
Slovenia	national	7736
Slovenia	national	6904
Slovenia	national	7152
Slovenia	national	6397
Slovenia	national	8842
Slovenia	national	6860
Slovenia	national	7229
Slovenia	national	6477
Slovenia	national	5174
Slovenia	national	4023
Slovenia	national	4277
Slovenia	national	4282
Slovenia	national	5583
Slovenia	national	6064
Slovenia	national	7658
Slovenia	national	7752
Slovenia	national	6252
Slovenia	national	5665
Slovenia	national	5127
Slovenia	national	4843
Slovenia	national	5778
Slovenia	national	7005
Slovenia	national	8131
Slovenia	national	10035
Slovenia	national	15482
Slovenia	national	18339
Slovenia	national	17045
Slovenia	national	17820
Slovenia	national	22566
Slovenia	national	30700
Slovenia	national	39660
Slovenia	national	40558
Slovenia	national	35105
Slovenia	national	36513
Slovenia	national	36374
Slovenia	national	40099
Slovenia	national	38517
Slovenia	national	36478
Slovenia	national	46088
Slovenia	national	56346
Slovenia	national	59073
Slovenia	national	111275
Slovenia	national	70919
Slovenia	national	71676
Slovenia	national	108169
Slovenia	national	115705
Slovenia	national	156580
Slovenia	national	179038
Slovenia	national	180770
Slovenia	national	206705
Slovenia	national	210775
Slovenia	national	213201
Slovenia	national	220255
Slovenia	national	175549
Slovenia	national	147430
Slovenia	national	196665
Slovenia	national	212089
Slovenia	national	172686
Spain	national	315608
Spain	national	274081
Spain	national	294200
Spain	national	302086
Spain	national	314737
Spain	national	286646
Spain	national	238858
Spain	national	228650
Spain	national	179742
Spain	national	174328
Spain	national	205243
Spain	national	223963
Spain	national	273358
Spain	national	305471
Spain	national	331442
Spain	national	383376
Spain	national	482628
Spain	national	566594
Spain	national	626262
Spain	national	856605
Spain	national	683322
Spain	national	756205
Spain	national	782325
Spain	national	796417
Spain	national	829266
Spain	national	1073926
Spain	national	1220897
Spain	national	1147694
Spain	national	1132881
Spain	national	990637
Spain	national	908166
Spain	national	875084
Spain	national	785052
Spain	national	976158
Spain	national	855268
Spain	national	808976
Spain	national	1037869
Spain	national	1430103
Spain	national	1723592
Spain	national	1793458
Spain	national	1588784
Spain	national	1246772
Spain	national	933515
Spain	national	810053
Spain	national	792983
Spain	national	744228
Spain	national	716885
Spain	national	800911
Spain	national	638496
Spain	national	830074
Spain	national	870022
Spain	national	876542
Spain	national	840609
Spain	subnational	41748
Spain	subnational	39104
Spain	subnational	49784
Spain	subnational	61632
Spain	subnational	53454
Spain	subnational	54634
Spain	subnational	51263
Spain	subnational	48085
Spain	subnational	43033
Spain	subnational	56045
Spain	subnational	58120
Spain	subnational	54659
Spain	subnational	41182
Spain	subnational	58429
Spain	subnational	75983
Spain	subnational	102369
Spain	subnational	133807
Spain	subnational	172288
Spain	subnational	130797
Spain	subnational	85980
Spain	subnational	57465
Spain	subnational	93591
Spain	subnational	59529
Spain	subnational	48059
Spain	subnational	52896
Spain	subnational	42766
Spain	subnational	60215
Spain	subnational	63643
Spain	subnational	66477
Spain	subnational	68990
Spain	subnational	25243
Spain	subnational	25202
Spain	subnational	29716
Spain	subnational	32289
Spain	subnational	32843
Spain	subnational	40644
Spain	subnational	40193
Spain	subnational	38594
Spain	subnational	34308
Spain	subnational	26569
Spain	subnational	25665
Spain	subnational	25282
Spain	subnational	16884
Spain	subnational	22108
Spain	subnational	27809
Spain	subnational	34355
Spain	subnational	39751
Spain	subnational	38763
Spain	subnational	33545
Spain	subnational	26063
Spain	subnational	23602
Spain	subnational	24392
Spain	subnational	22993
Spain	subnational	20134
Spain	subnational	21472
Spain	subnational	17840
Spain	subnational	23360
Spain	subnational	20591
Spain	subnational	20340
Spain	subnational	19063
Spain	subnational	8775
Spain	subnational	8203
Spain	subnational	11389
Spain	subnational	11442
Spain	subnational	12789
Spain	subnational	14380
Spain	subnational	14734
Spain	subnational	12566
Spain	subnational	11272
Spain	subnational	10050
Spain	subnational	12359
Spain	subnational	11211
Spain	subnational	10810
Spain	subnational	12248
Spain	subnational	13947
Spain	subnational	16260
Spain	subnational	16592
Spain	subnational	14716
Spain	subnational	13094
Spain	subnational	11531
Spain	subnational	10973
Spain	subnational	10023
Spain	subnational	9591
Spain	subnational	9722
Spain	subnational	10487
Spain	subnational	9158
Spain	subnational	10162
Spain	subnational	11835
Spain	subnational	12983
Spain	subnational	14033
Spain	subnational	59158
Spain	subnational	62066
Spain	subnational	76319
Spain	subnational	93587
Spain	subnational	89599
Spain	subnational	94304
Spain	subnational	76327
Spain	subnational	63750
Spain	subnational	52688
Spain	subnational	47741
Spain	subnational	66134
Spain	subnational	39396
Spain	subnational	38628
Spain	subnational	52171
Spain	subnational	71671
Spain	subnational	75301
Spain	subnational	88024
Spain	subnational	84242
Spain	subnational	70162
Spain	subnational	54774
Spain	subnational	47352
Spain	subnational	42764
Spain	subnational	43386
Spain	subnational	45048
Spain	subnational	54923
Spain	subnational	41314
Spain	subnational	54116
Spain	subnational	56824
Spain	subnational	66531
Spain	subnational	63795
Spain	subnational	22017
Spain	subnational	25144
Spain	subnational	27653
Spain	subnational	31994
Spain	subnational	26956
Spain	subnational	21365
Spain	subnational	15786
Spain	subnational	17392
Spain	subnational	11059
Spain	subnational	12266
Spain	subnational	14161
Spain	subnational	13693
Spain	subnational	12278
Spain	subnational	17174
Spain	subnational	18521
Spain	subnational	21724
Spain	subnational	24367
Spain	subnational	22090
Spain	subnational	18087
Spain	subnational	13534
Spain	subnational	14122
Spain	subnational	12935
Spain	subnational	13294
Spain	subnational	13107
Spain	subnational	19541
Spain	subnational	17733
Spain	subnational	18708
Spain	subnational	18220
Spain	subnational	19726
Spain	subnational	18584
Spain	subnational	5655
Spain	subnational	12440
Spain	subnational	14001
Spain	subnational	8647
Spain	subnational	9388
Spain	subnational	9315
Spain	subnational	8237
Spain	subnational	10277
Spain	subnational	6395
Spain	subnational	5358
Spain	subnational	6904
Spain	subnational	6251
Spain	subnational	7436
Spain	subnational	7584
Spain	subnational	10058
Spain	subnational	14113
Spain	subnational	12778
Spain	subnational	10039
Spain	subnational	6051
Spain	subnational	5599
Spain	subnational	5324
Spain	subnational	4959
Spain	subnational	5780
Spain	subnational	5335
Spain	subnational	5840
Spain	subnational	4548
Spain	subnational	4941
Spain	subnational	5651
Spain	subnational	10022
Spain	subnational	10247
Spain	subnational	22534
Spain	subnational	21873
Spain	subnational	35103
Spain	subnational	37986
Spain	subnational	29888
Spain	subnational	27247
Spain	subnational	21461
Spain	subnational	19164
Spain	subnational	16989
Spain	subnational	14947
Spain	subnational	15525
Spain	subnational	12478
Spain	subnational	14105
Spain	subnational	18749
Spain	subnational	25503
Spain	subnational	27534
Spain	subnational	28370
Spain	subnational	26668
Spain	subnational	21263
Spain	subnational	17219
Spain	subnational	15357
Spain	subnational	13115
Spain	subnational	13398
Spain	subnational	13865
Spain	subnational	13471
Spain	subnational	10551
Spain	subnational	17065
Spain	subnational	18131
Spain	subnational	17470
Spain	subnational	20367
Spain	subnational	131857
Spain	subnational	136622
Spain	subnational	182457
Spain	subnational	201613
Spain	subnational	183611
Spain	subnational	187369
Spain	subnational	151464
Spain	subnational	132377
Spain	subnational	162146
Spain	subnational	137077
Spain	subnational	155473
Spain	subnational	129981
Spain	subnational	129265
Spain	subnational	147051
Spain	subnational	136023
Spain	subnational	201307
Spain	subnational	257069
Spain	subnational	256405
Spain	subnational	224642
Spain	subnational	183008
Spain	subnational	155688
Spain	subnational	144029
Spain	subnational	138141
Spain	subnational	125116
Spain	subnational	146759
Spain	subnational	110099
Spain	subnational	158784
Spain	subnational	162417
Spain	subnational	163032
Spain	subnational	147881
Spain	subnational	43021
Spain	subnational	44675
Spain	subnational	55787
Spain	subnational	64871
Spain	subnational	70412
Spain	subnational	76857
Spain	subnational	71680
Spain	subnational	71261
Spain	subnational	36491
Spain	subnational	27348
Spain	subnational	31508
Spain	subnational	25757
Spain	subnational	30123
Spain	subnational	51929
Spain	subnational	97558
Spain	subnational	164412
Spain	subnational	196058
Spain	subnational	150784
Spain	subnational	68374
Spain	subnational	42986
Spain	subnational	33637
Spain	subnational	31607
Spain	subnational	30047
Spain	subnational	29134
Spain	subnational	29809
Spain	subnational	26699
Spain	subnational	38263
Spain	subnational	35918
Spain	subnational	32563
Spain	subnational	36869
Spain	subnational	26761
Spain	subnational	26054
Spain	subnational	32786
Spain	subnational	34739
Spain	subnational	35575
Spain	subnational	32760
Spain	subnational	27597
Spain	subnational	23561
Spain	subnational	21827
Spain	subnational	21037
Spain	subnational	26051
Spain	subnational	23218
Spain	subnational	24669
Spain	subnational	32221
Spain	subnational	47224
Spain	subnational	52798
Spain	subnational	47594
Spain	subnational	36324
Spain	subnational	25526
Spain	subnational	18954
Spain	subnational	17382
Spain	subnational	16905
Spain	subnational	16834
Spain	subnational	16881
Spain	subnational	17135
Spain	subnational	14458
Spain	subnational	21282
Spain	subnational	22383
Spain	subnational	24689
Spain	subnational	24112
Spain	subnational	17636
Spain	subnational	19688
Spain	subnational	24072
Spain	subnational	26919
Spain	subnational	27987
Spain	subnational	24750
Spain	subnational	17393
Spain	subnational	14523
Spain	subnational	12902
Spain	subnational	13658
Spain	subnational	18288
Spain	subnational	16282
Spain	subnational	21763
Spain	subnational	39354
Spain	subnational	47198
Spain	subnational	46864
Spain	subnational	50251
Spain	subnational	30122
Spain	subnational	19717
Spain	subnational	15098
Spain	subnational	14180
Spain	subnational	14633
Spain	subnational	17063
Spain	subnational	21693
Spain	subnational	25455
Spain	subnational	22405
Spain	subnational	21397
Spain	subnational	24778
Spain	subnational	23277
Spain	subnational	24074
Spain	subnational	150627
Spain	subnational	172134
Spain	subnational	234576
Spain	subnational	273196
Spain	subnational	249227
Spain	subnational	208122
Spain	subnational	176307
Spain	subnational	187319
Spain	subnational	223881
Spain	subnational	196424
Spain	subnational	257534
Spain	subnational	232563
Spain	subnational	204067
Spain	subnational	228001
Spain	subnational	334381
Spain	subnational	376146
Spain	subnational	334117
Spain	subnational	291914
Spain	subnational	283984
Spain	subnational	202163
Spain	subnational	191980
Spain	subnational	182791
Spain	subnational	168544
Spain	subnational	168899
Spain	subnational	185692
Spain	subnational	134838
Spain	subnational	165436
Spain	subnational	189621
Spain	subnational	188208
Spain	subnational	178598
Spain	subnational	44855
Spain	subnational	48760
Spain	subnational	71600
Spain	subnational	85488
Spain	subnational	93008
Spain	subnational	91970
Spain	subnational	83977
Spain	subnational	76266
Spain	subnational	69659
Spain	subnational	66058
Spain	subnational	100030
Spain	subnational	96088
Spain	subnational	94374
Spain	subnational	129600
Spain	subnational	186818
Spain	subnational	193332
Spain	subnational	182005
Spain	subnational	132179
Spain	subnational	84232
Spain	subnational	62506
Spain	subnational	52800
Spain	subnational	46265
Spain	subnational	42779
Spain	subnational	34702
Spain	subnational	41442
Spain	subnational	34691
Spain	subnational	37506
Spain	subnational	45309
Spain	subnational	45087
Spain	subnational	39820
Spain	subnational	18730
Spain	subnational	16648
Spain	subnational	20026
Spain	subnational	23342
Spain	subnational	23516
Spain	subnational	22920
Spain	subnational	24181
Spain	subnational	24235
Spain	subnational	25792
Spain	subnational	29788
Spain	subnational	39612
Spain	subnational	36451
Spain	subnational	30945
Spain	subnational	36133
Spain	subnational	35938
Spain	subnational	41524
Spain	subnational	36912
Spain	subnational	32468
Spain	subnational	23414
Spain	subnational	20665
Spain	subnational	17993
Spain	subnational	16768
Spain	subnational	17599
Spain	subnational	18463
Spain	subnational	19266
Spain	subnational	23997
Spain	subnational	24867
Spain	subnational	21134
Spain	subnational	19708
Spain	subnational	21296
Spain	subnational	124333
Spain	subnational	115774
Spain	subnational	153192
Spain	subnational	172945
Spain	subnational	147320
Spain	subnational	163243
Spain	subnational	153697
Spain	subnational	120493
Spain	subnational	104021
Spain	subnational	82985
Spain	subnational	97927
Spain	subnational	83569
Spain	subnational	84763
Spain	subnational	115347
Spain	subnational	202588
Spain	subnational	251160
Spain	subnational	255419
Spain	subnational	219904
Spain	subnational	163978
Spain	subnational	123278
Spain	subnational	106723
Spain	subnational	92568
Spain	subnational	98230
Spain	subnational	98100
Spain	subnational	99940
Spain	subnational	81564
Spain	subnational	124148
Spain	subnational	124765
Spain	subnational	116211
Spain	subnational	104081
Spain	subnational	21995
Spain	subnational	22790
Spain	subnational	29767
Spain	subnational	33528
Spain	subnational	34338
Spain	subnational	34004
Spain	subnational	25447
Spain	subnational	21261
Spain	subnational	15899
Spain	subnational	14499
Spain	subnational	16738
Spain	subnational	13950
Spain	subnational	19692
Spain	subnational	37135
Spain	subnational	60352
Spain	subnational	61315
Spain	subnational	48557
Spain	subnational	31914
Spain	subnational	22539
Spain	subnational	17529
Spain	subnational	15676
Spain	subnational	14416
Spain	subnational	14121
Spain	subnational	12136
Spain	subnational	13227
Spain	subnational	9554
Spain	subnational	12740
Spain	subnational	13961
Spain	subnational	14368
Spain	subnational	14151
Spain	subnational	583
Spain	subnational	512
Spain	subnational	647
Spain	subnational	1028
Spain	subnational	1060
Spain	subnational	1437
Spain	subnational	2110
Spain	subnational	1432
Spain	subnational	1297
Spain	subnational	951
Spain	subnational	1368
Spain	subnational	1341
Spain	subnational	1313
Spain	subnational	2167
Spain	subnational	1970
Spain	subnational	2555
Spain	subnational	2516
Spain	subnational	2394
Spain	subnational	1555
Spain	subnational	1609
Spain	subnational	1639
Spain	subnational	2022
Spain	subnational	1469
Spain	subnational	1782
Spain	subnational	2234
Spain	subnational	2216
Spain	subnational	2604
Spain	subnational	2333
Spain	subnational	2007
